Unnamed: 0,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,Operating Income,Interest Expense,Net Income,EPS,Dividend per Share,Gross Margin,EBITDA Margin,EBIT Margin,Profit Margin,Free Cash Flow margin,EBITDA,Net Profit Margin,Cash and cash equivalents,Short-term investments,Total debt,Retained earnings (deficit),Net Debt,Operating Cash Flow,Capital Expenditure,Dividend payments,Free Cash Flow,Net Cash/Marketcap,priceBookValueRatio,priceToBookRatio,priceEarningsRatio,priceToFreeCashFlowsRatio,priceToOperatingCashFlowsRatio,priceCashFlowRatio,priceEarningsToGrowthRatio,dividendYield,enterpriseValueMultiple,priceFairValue,ebitperRevenue,grossProfitMargin,operatingProfitMargin,netProfitMargin,returnOnAssets,returnOnEquity,returnOnCapitalEmployed,nIperEBT,assetTurnover,currentRatio,quickRatio,cashRatio,debtRatio,debtEquityRatio,longtermDebtToCapitalization,totalDebtToCapitalization,interestCoverage,cashFlowToDebtRatio,companyEquityMultiplier,operatingCashFlowPerShare,freeCashFlowPerShare,cashPerShare,payoutRatio,operatingCashFlowSalesRatio,freeCashFlowOperatingCashFlowRatio,Revenue per Share,Net Income per Share,Operating Cash Flow per Share,Free Cash Flow per Share,Shareholders Equity per Share,Interest Debt per Share,Market Cap,Enterprise Value,PE ratio,Price to Sales Ratio,POCF ratio,PFCF ratio,PB ratio,EV to Sales,Enterprise Value over EBITDA,EV to Operating cash flow,EV to Free cash flow,Earnings Yield,Free Cash Flow Yield,Debt to Equity,Debt to Assets,Net Debt to EBITDA,Current ratio,Interest Coverage,Dividend Yield,Capex to Operating Cash Flow,Capex to Revenue,Capex to Depreciation,Stock-based compensation to Revenue,Graham Number,ROIC,Return on Tangible Assets,Working Capital,Tangible Asset Value,Invested Capital,ROE,Gross Profit Growth,EBIT Growth,Operating Income Growth,Net Income Growth,EPS Growth,EPS Diluted Growth,Dividends per Share Growth,Free Cash Flow growth,10Y Revenue Growth (per Share),5Y Revenue Growth (per Share),3Y Revenue Growth (per Share),10Y Operating CF Growth (per Share),5Y Operating CF Growth (per Share),3Y Operating CF Growth (per Share),10Y Net Income Growth (per Share),5Y Net Income Growth (per Share),3Y Net Income Growth (per Share),10Y Shareholders Equity Growth (per Share),5Y Shareholders Equity Growth (per Share),3Y Shareholders Equity Growth (per Share),10Y Dividend per Share Growth (per Share),5Y Dividend per Share Growth (per Share),3Y Dividend per Share Growth (per Share),Asset Growth,Debt Growth,Sector,2015 PRICE VAR [%],Class,2016 PRICE VAR [%],2017 PRICE VAR [%],2018 PRICE VAR [%],2019 PRICE VAR [%]
MLM,2957951000,0.3722,2435591000,522360000,314873000,66057000,155601000,2.73,1.6,0.1766,0.182,0.107,0.053,0.0505,539251000,0.0526,108651000,0,1585578000,1213035000,1476927000,381658000,-232183000,-91304000,149475000,-0.199,1.7086,4.4065,40.4103,41.9611,19.4447,15.77235291,38.68641375,0.015167673,14.27786813,1.38345553,0.107001434,0.176595217,1,0.05260432,0.0384,0.0358,0.0293,0.621290647,0.409702464,2.633,1.335319981,0.273922975,0.2196,0.3644,0.265281883,0.267078722,4.7914,0.240705913,1.659268803,6.7129,2.629,1.9111,0.586,0.12902783,0.391646448,52.0271,2.7369,6.7129,2.629,76.5323,27.8886,7421232468,8898159468,40.4103,2.5089,19.4447,41.9611,1.7086,3.0082,16.501,23.3145,59.5294,0.0247,0.0201,0.3644,0.2196,2.7388,2.633,4.7914,0.0145,0.6084,0.0785,-1.0424,0.0022,62.9764,0.0293,0.0384,647530000,4555750000,5636029000,0.0358,0.4352,0.4462,0.4445,0.2824,0.042,0.042,0,-0.0276,0.0383,0.0779,0.115,0.0193,-0.0149,0.0576,0.002,0.071,0.1489,0.1232,0.1979,0.3534,0.0773,0,0,1.2148,0.5342,Basic Materials,24.49431166,1,64.59907313,-0.239422889,-22.92639505,65.07164113
FOE,1111626000,-0.0647,826541000,285085000,-10526000,16263000,86071000,0.99,10,0.2565,0.093,0.0613,0.077,0.006,103491000,0.0774,140500000,0,306667000,71407000,166167000,60473000,-53768000,0,6705000,-0.1474,3.4727,6.4986,13.0909,168.0064,18.642,18.62787029,13.08783679,0,15.12467944,3.472684226,0.061267908,0.256457658,1,0.07742802,0.146,0.2653,-0.0093,1.660192115,1.018388463,2.592,1.701238926,0.593282605,0.2809,0.9454,0.479042637,0.485962307,4.1878,0.197194351,3.365005672,0.6957,0.077,1.6164,10.101,0.054400491,0.110875928,12.7891,0.9902,0.6957,0.077,3.732,3.5282,1127337251,1293504251,13.0909,1.0141,18.642,168.0064,3.4727,1.1636,12.4987,21.3898,192.9164,0.0764,0.0059,0.9454,0.2809,1.6056,2.592,4.1878,0.7716,0.8891,0.0484,-1.5196,0.0087,9.1176,-0.0093,0.146,376965000,940512000,869861000,0.2653,0.0267,-0.3598,-1.1224,0.1964,0.1928,0.2073,0,1.4256,-0.1161,-0.1704,-0.1975,-0.0724,0.7515,0.0402,0.0525,0,1.686,-0.1134,-0.1915,-0.1749,0.3294,2.9811,0,0.0827,-0.0177,Basic Materials,-14.59293783,0,33.30232487,63.36565677,-34.11764366,-5.661579696
MOS,9055800000,-0.0921,7129200000,1926600000,1306000000,107600000,1028600000,2.69,1,0.2127,0.229,0.1459,0.114,0.1317,2071800000,0.1136,2374600000,0,3832500000,11168900000,1457900000,2122100000,-929100000,-382500000,1193000000,-0.086,1.5777,1.898,16.9703,14.3149,7.9877,7.3014462,15.06358058,0.02468634,10.44840186,1.447655257,0.14586232,0.212747631,1,0.113584664,0.0795,0.0961,0.0569,0.847770543,0.495312585,3.266,1.959666813,1.487192334,0.2096,0.3581,0.260891783,0.263663007,12.276,0.553711676,1.708196691,5.6725,3.189,6.3475,0.372,0.234336006,0.562178974,24.2069,2.7495,5.6725,3.189,28.6103,10.2446,16950641456,18408541456,16.9703,1.8718,7.9877,14.3149,1.5777,2.0328,8.8853,8.6747,15.4305,0.0589,0.0704,0.3581,0.2096,0.7037,3.266,12.276,0.0219,0.4378,0.1026,-1.2373,0.006,41.8484,0.0569,0.0795,3618800000,16476500000,16337700000,0.0961,-0.302,-0.4026,-0.4089,-0.4554,-0.3941,-0.3937,0,3.0828,0.0984,0.0087,0.028,0.2789,0.1519,0.014,0.2529,-0.1227,-0.2129,0.2388,0.084,0.0311,0.3797,0.3797,0.71,0.0109,2.5512,Basic Materials,-38.11707681,0,7.479214817,-10.99084867,10.05180401,-25.20279237
MT,79282000000,-0.002,73288000000,5994000000,3034000000,3382000000,-1086000000,-1.44,0.6,0.0756,0.084,0.0347,-0.014,0.0026,6689000000,-0.0137,4016000000,0,19797000000,22182000000,,3870000000,-3665000000,-458000000,205000000,-0.2451,,,0,124.3968,4.9951,6.392525116,,0.018513225,6.881457946,0.587821893,0.03468631,0.075603542,1,-0.013697939,-0.0203,-0.0258,0.0258,,0.799382934,1.328,0.365099654,0.190124509,0.1996,0.4704,0.291015987,0.319910153,0.8131,0.195484164,2.356579385,5.0216,0.266,5.2111,-0.417,0.048813098,0.052971576,102.8747,-1.4092,5.0216,0.266,54.6099,25.6882,28880630000,,0,0.2317,4.9951,124.3968,,,,,,-0.0435,0.0425,0.4704,0.1996,,1.328,0.8131,0.0181,0.947,0.0462,-0.9304,0,,0.0258,-0.0203,6934000000,91075000000,85733000000,-0.0258,0.4295,2.5032,1.5347,0.5733,0.6712,0.6712,0,-0.7571,,-0.0408,-0.1732,,-0.1977,0.1173,,0,0,,-0.1551,-0.1884,,-0.2567,-0.3563,-0.1169,-0.1127,Basic Materials,-60.33627587,0,80.69307255,43.40879778,-39.18063307,-12.23064717
CCJ,2063280551,-0.0998,1514415663,548864888.1,32987951.81,96259036.14,159409638.6,0.4045,0.309,0.266,0.1652,0.0508,0.0663,0.0003,396559380.4,0.0773,487592943.2,8899311.532,1283302926,2868415663,,413237521.5,-412570568,-136144578.3,666953.5284,,,,40.5686,8373.9114,,12.33643657,31.97973798,0.026706125,17.32092262,1.088192906,0.050810166,0.266015636,1,0.077260283,0.0261,0.034,0.0032,18.58659442,0.282972528,3.4501,2.000577728,1.098425014,0.176,0.2739,0.215029845,0.215029845,1.0891,0.322010893,1.55643297,1.4109,-0.293,1.6647,0.7642,0.20028179,0.001613971,7.0444,0.5442,1.4109,-0.293,15.9944,4.3814,,,40.5686,2.7069,,8373.9114,,,,,,0.0246,,0.2739,0.176,,3.4501,1.0891,0.0188,0.9984,0.2,-1.4143,0.0066,,0.0032,0.0261,1551892000,7118386403,7470194492,0.034,-0.0375,-0.5765,-0.8674,-0.4675,-0.4687,-0.4687,-0.1438,1.0061,0.0649,0.0121,0.0446,0.0562,-0.0653,-0.0992,-0.0581,-0.2962,-0.2246,0.0753,0.0288,0.0785,0.1631,0.0794,-0.0735,-0.035,-0.014,Basic Materials,-22.3984341,0,-9.69082604,-7.579596076,17.90677464,-21.35825029
AXTA,4391500000,0.1015,2897200000,1494300000,369500000,217700000,27400000,0.12,0,0.3403,0.127,0.0563,0.006,0.0143,555900000,0.0062,386800000,0,3614300000,-226500000,3227500000,251400000,-188400000,0,63000000,-0.5398,5.7186,0,216.8333,94.7045,23.7823,23.73264121,217.7513139,0,17.8582227,5.711099837,0.056290561,0.340270978,1,0.006239326,0.0112,0.0262,0.048,0.928813559,0.711669665,1.978,1.275166367,0.408577163,0.5857,3.4597,0.773820607,0.775767332,1.1355,0.069557037,5.906671772,1.0964,0.2747,1.6869,0,0.057246954,0.250596659,19.1518,0.1195,1.0964,0.2747,4.556,15.7623,5978865869,9206365869,216.8333,1.3615,23.7823,94.7045,5.7186,2.0964,16.5612,36.6204,146.1328,0.0046,0.0105,3.4597,0.5857,5.8059,1.978,1.1355,0,0.7494,0.0429,-0.6103,0.0018,3.505,0.048,0.0112,926200000,3869600000,6150400000,0.0262,0.2309,5.5275,13.8394,1.1218,1.1237,1.1237,0,-0.707,,,,,,,,,,,,,,,,-0.0704,-0.0544,Basic Materials,1.562499432,1,5.263160226,17.03436187,-26.90387201,28.70448153
AEM,1896766000,0.1577,1004559000,892207000,282596000,73393000,82970000,0.43,0.24,0.4704,0.367,0.1384,0.044,0.1017,696159000,0.0437,231558000,61089000,1396785000,-779382000,,668324000,-475412000,-54065000,192912000,-0.1386,,,57.8837,22.4733,15.609,6.195497649,49.9047821,0.013057287,8.180054802,1.017723964,0.138409799,0.470383273,1,0.043742876,0.0145,0.0204,0.0282,0.438674407,0.278557052,2.732,1.060082673,0.696641315,0.2051,0.3433,0.245311263,0.255574514,3.5771,0.478473065,1.673656565,3.8369,-0.801,1.3294,0.558,0.352349209,0.288650415,10.8896,0.4763,3.8369,-0.801,23.3578,8.0192,10572120000,,57.8837,2.2857,15.609,22.4733,,,,,,0.0173,-0.0474,0.3433,0.2051,,2.732,3.5771,0.0096,0.7113,0.2506,-1.0964,0.0198,,0.0282,0.0145,575668000,6112446000,6945281000,0.0204,0.1552,1.3473,1.3917,1.1208,1.1083,1.0982,-0.7273,2.383,,,,,,,,,,,,,,,-0.2789,0.4867,0.3976,Basic Materials,-1.544871259,0,57.48260292,8.211730473,-12.54781301,54.62595669
PVG,0,0,0,0,-7713425.129,0,-10709982.79,-0.0947,0,0,,0,,0,-7038726.334,0,29685886.4,0,0,-65209122.2,,-4565404.475,-59143717.73,0,-63709122.2,,,,0,0,,,,0,,0.827065869,,,,,-0.0154,-0.016,-0.0073,,0,3.0491,3.543496272,2.598101981,0,0,0,0,0,,1.048233451,-0.0554,-1.022,0.3601,0,,,0,-0.1299,-0.0554,-1.022,8.1346,0,,,0,0,,0,,,,,,-0.0164,,0,0,,3.0491,0,0,0,0,-981.7857,0,,-0.0073,-0.0154,33770000,702939759,661827883,-0.016,0,0.2527,0.2211,0.3129,0.3703,0.3703,0,0.3437,,,0,,,0,,,0,,,0.1016,,,0,0.0298,0,Basic Materials,-18.18181677,0,61.56862598,27.77155048,-28.08510801,31.40495589
ASH,6121000000,0.0049,4605000000,1516000000,44000000,166000000,233000000,3.04,0.68,0.2477,0.099,0.0345,0.038,0.065,604000000,0.0381,1393000000,0,3249000000,3475000000,1856000000,643000000,-245000000,-103000000,398000000,-0.4669,1.1095,0,16.7532,9.9879,6.1823,5.807379899,16.02637457,0.027583287,13.30818754,1.042184001,0.034471492,0.247671949,1,0.038065676,0.0543,0.065,0.0034,5.177777778,0.560531136,2.111,1.794902193,0.825726141,0.2975,0.9068,0.448259932,0.475556206,1.2711,0.197907048,3.04772537,8.238,5.0991,17.8469,0.224,0.105048195,0.618973561,78.4215,2.9852,8.238,5.0991,45.9049,41.6258,3975187290,5831187290,16.7532,0.6494,6.1823,9.9879,1.1095,0.9527,9.6543,9.0687,14.6512,0.0597,0.1001,0.9068,0.2975,3.0728,2.111,1.2711,0.0134,0.381,0.04,-0.6234,0.0056,56.0348,0.0034,0.0543,1874000000,6968000000,7137000000,0.065,-0.1517,-0.8183,-0.9549,-0.6589,-0.651,-0.6499,0.2035,-0.1603,-0.0108,-0.0636,-0.0201,0.1514,-0.0977,0.3792,-0.0561,0.2563,-0.1745,0.0189,-0.0095,-0.0468,0.0214,0.353,0.279,-0.0966,-0.0055,Basic Materials,-11.47524931,0,10.957075,35.61721205,-1.766749125,8.547034444
ARLP,2300721000,0.0431,1409395000,891326000,544208000,33584000,497229000,4.77,2.472,0.3874,0.35,0.2307,0.156,0.1879,805379000,0.2161,24601000,0,838179000,,813578000,739201000,-307006000,-317626000,432195000,-0.2552,3.1425,3.1425,9.0252,7.3754,4.3132,2.696096616,4.008127673,0.159374211,3.258630179,1.964313692,0.230715936,0.387411598,1,0.216118773,0.3137,0.4901,0.1643,1,1.00685409,0.81,0.541895247,0.058449257,0.3668,0.8261,0.374277193,0.452394561,15.8055,0.881913052,2.252217169,9.9832,5.837,0.3322,0.518,0.321291021,0.584678592,31.0722,6.7153,9.9832,5.837,13.7023,11.3199,3188310294,4001888294,9.0252,1.3858,4.3132,7.3754,3.1425,1.7394,4.969,5.4138,9.2595,0.1108,0.1356,0.8261,0.3668,1.0102,0.81,15.8055,0.0574,0.4153,0.1334,-1.1182,0.0049,38.3438,0.1643,0.3137,-80007000,2285059000,2677742000,0.4901,0.1544,0.2581,0.227,0.319,0.314,0.314,0.0833,0.1463,0.1306,0.131,0.0742,0.1732,0.2095,0.0855,0.2019,0.207,0.0825,0.3338,0.2572,0.1734,0.148,0.1088,0.1087,0.0769,-0.0544,Basic Materials,-65.58480209,0,81.85245816,-5.50861843,-3.849484618,-29.78965223
BHP,56762000000,0.0539,0,56762000000,20239000000,914000000,13832000000,2.6,2.36,1,0.515,0.3792,0.244,0.1736,29242000000,0.2437,8803000000,87000000,34908000000,74548000000,,25364000000,-15512000000,-6387000000,9852000000,,,,26.3269,22.3143,,6.703803718,12.29289166,0.037562793,7.163267817,2.148456307,0.379232585,1,1,0.243684155,0.1224,0.1748,0.1033,0.671065399,0.374881945,1.234,0.968666962,0.487322852,0.2305,0.4411,0.279030363,0.306073599,23.5514,0.726595623,1.913157196,7.8974,0.32,2.7409,0.908,0.446848244,0.388424539,17.6736,4.3068,7.8974,0.32,24.6422,10.869,,,26.3269,3.873,,22.3143,,,,,,0.038,,0.4411,0.2305,,1.234,23.5514,0.0345,0.6116,0.2733,-2.0104,0,,0.1033,0.1224,4232000000,1.45974E+11,1.54015E+11,0.1748,0.0539,0.1289,0.1884,0.2325,0.2328,0.2326,0.0351,8.5743,0.1121,0.034,-0.0612,0.2066,0.0824,-0.0411,0.1951,0.1974,-0.1512,0.2073,0.1568,0.1339,0.2174,0.0755,0.0905,0.0879,0.0273,Basic Materials,-42.32362568,0,43.40824733,29.38865154,6.993659555,25.61882954
AGI,288300000,0.0217,318500000,-30200000,-148700000,19900000,-169600000,-1.35,0.2,-0.1048,-0.198,-0.6198,-0.588,-0.3864,-57200000,-0.5883,89000000,0,314400000,-460800000,,77400000,-188800000,-14400000,-111400000,,,,0,0,,11.365895,,0.01636884,,0.539275592,-0.619840444,-0.104751994,1,-0.588276101,-0.0958,-0.104,-0.0433,,0.12634762,3.538,1.982692308,1.711538462,0.1378,0.1927,0.158863566,0.161587089,-8.9799,0.246183206,1.398761724,0.6163,0.211,0.7087,-0.148,0.268470343,-1.439276486,2.2956,-1.3504,0.6163,0.211,12.9891,2.5034,,,0,3.1584,,0,,,,,,-0.1893,,0.1927,0.1378,,3.538,-8.9799,0.0281,2.4393,0.6549,-1.5539,0.025,,-0.0433,-0.0958,132000000,2040100000,2213500000,-0.104,-1.2371,-3.2222,-2.5711,-5.372,-5.5,-5.5,0,-5.142,,0,0.0582,,0,-0.121,,0,0,,0.5455,0.419,,0,0.1856,1.5409,0,Basic Materials,-55.07134402,0,99.43218188,-10.09418907,-45.74000232,60.82847297
CBT,3647000000,0.0553,2926000000,721000000,335000000,55000000,199000000,3.06,0.84,0.1977,0.15,0.0949,0.055,0.0395,547000000,0.0546,67000000,0,1072000000,1900000000,1005000000,315000000,-171000000,-54000000,144000000,-0.3065,1.6915,3.1018,16.5915,22.7055,10.4087,9.291039111,14.70692121,0.018450958,7.308368044,1.507042904,0.094872498,0.197696737,1,0.054565396,0.086,0.1025,0.0628,0.683848797,0.892997062,2.165,1.198412698,0.106349206,0.2625,0.552,0.340801086,0.355673524,6.2909,0.293843284,2.102986612,4.8913,2.236,1.0404,0.275,0.086372361,0.457142857,56.6304,3.0901,4.8913,2.236,30.1553,16.646,3278745334,4283745334,16.5915,0.899,10.4087,22.7055,1.6915,1.1746,7.8313,13.5992,29.7482,0.0603,0.0439,0.552,0.2625,1.8373,2.165,6.2909,0.0165,0.5429,0.0469,-0.8507,0.0038,45.4591,0.0628,0.086,734000000,3201000000,3576000000,0.1025,0.139,0.2582,0.25,0.3007,0.2857,0.2839,0.05,-0.071,0.0562,0.1103,0.0565,0.0182,-0.051,0.1746,0.0393,0,-0.0543,0.041,0.108,0.0942,0.0342,0.0313,0.0527,-0.0352,-0.1741,Basic Materials,-4.08449967,0,28.38685716,22.63349499,-29.77848121,12.87910572
AG,245473000,-0.0232,215309000,30164000,-98499000,7377000,-61448000,-0.52,0,0.1229,-0.051,-0.2997,-0.25,-0.0444,-12397000,-0.2503,40345000,2460000,82859000,36605000,,93383000,-104276000,0,-10893000,,,,0,0,,6.313464608,,0,,1.132628028,-0.299666358,0.122881132,1,-0.250324883,-0.0895,-0.118,-0.0895,,0.318241455,0.963,0.720590115,0.515775613,0.1074,0.1592,0.079736933,0.137322006,-9.9715,1.127010946,1.481831123,0.7951,-0.38,0.3435,0,0.380420657,-0.116648641,2.0901,-0.5232,0.7951,-0.38,4.4322,0.7055,,,0,2.3932,,0,,,,,,-0.1036,,0.1592,0.1074,,0.963,-9.9715,0,1.1166,0.4248,-1.7049,0.0298,,-0.0895,-0.0895,-2870000,771342000,735634000,-0.118,-0.6733,-3.5664,-5.171,-0.6072,-0.5758,-0.5758,0,0.755,,0.2398,-0.042,,0.5814,-0.1365,,0,0,,0.1906,0.093,,0,0,-0.0978,0.0292,Basic Materials,-37.35631969,0,123.0994136,-16.58416046,-18.42105211,103.6544895
KS,2301000000,,1552000000,749000000,300000000,,172000000,1.79,,0.325510648,0.189482834,0.113428944,0.074750109,,436000000,0.074750109,28000000,,1046000000,575000000,1018000000,313000000,-137000000,,176000000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic Materials,-20.90349446,0,3.126509134,2.92239826,50.98853553,
NG,0,0,0,0,-38008000,0,-40484000,-0.13,0,0,,0,,0,-40221000,0,165325000,0,91265000,-1640103000,-74060000,-9808000,0,0,-9808000,0.0825,2.2165,2.2165,0,0,-91.5504,,,0,,2.215870245,,,,,-0.2017,-0.0999,-0.0669,,0,8.793,8.59903256,8.59903256,0.174,0.2253,0.158233753,0.183860784,0,-0.107467266,1.294804451,-0.0309,-0.0309,0.5212,0,,,0,-0.1276,-0.0309,-0.0309,1.2772,0.2877,897926375.8,823866375.8,0,0,-91.5504,0,2.2165,0,0,-83.9994,-83.9994,-0.0459,-0.0109,0.2253,0.174,1.8413,8.793,0,0,0,0,0,0,0,-0.0669,-0.2017,149834000,524546000,431260000,-0.0999,0,0.3167,0.3186,0.3549,0.35,0.35,0,0.4968,-1,-1,0,0,0,0,0,0,0,-0.0787,0.4971,0.1106,0,0,0,-0.0936,0.07,Basic Materials,35.80645702,1,5.800464114,-14.37908636,-2.70935706,126.262625
HCLP,386547000,1.1598,225984000,160563000,133866000,9946000,122965000,3.09,2.235,0.4154,0.38,0.3438,0.318,0.0571,146955000,0.3181,5337000,0,200364000,,195027000,104265000,-82181000,-77421000,22084000,-0.1701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Basic Materials,-80.90938396,0,240.206122,-47.15084731,,-51.13636253
BCC,3573732000,0.0917,3065671000,508061000,145549000,22049000,80009000,2.03,0,0.1422,0.056,0.0407,0.022,0.0114,198406000,0.0224,163549000,0,294266000,190714000,130717000,101843000,-61217000,0,40626000,-0.0893,2.9747,3.1815,18.3005,36.0399,14.3765,13.81945095,17.59070034,0,9.401073272,2.858344118,0.040672888,0.142165389,1,0.022388081,0.0924,0.1625,0.1145,0.648870687,2.945377043,2.952,1.347995611,0.640891101,0.2425,0.5976,0.374072972,0.374072972,6.5923,0.346091631,2.46418678,2.5841,1.0308,4.1497,0,0.02849766,0.398908123,90.6762,2.0301,2.5841,1.0308,12.4934,7.4664,1464145064,1594862064,18.3005,0.4097,14.3765,36.0399,2.9747,0.4463,8.0384,15.66,39.2572,0.0546,0.0277,0.5976,0.2425,0.6588,2.952,6.5923,0,0.6011,0.0171,-1.1539,0.0017,23.8838,0.1145,0.0924,498123000,1181330000,1056857000,0.1625,0.1902,0.4746,0.4738,-0.3158,-0.3024,-0.3024,0,4.2965,,,0.0621,,,0,,,0,,,0.095,,,0,0.0989,-0.0244,Basic Materials,-33.37681699,0,-10.42993768,69.38654464,-37.95302525,62.21025987
UEC,0,-1,0,0,-22836594,2893816,-25975107,-0.29,0,0,,0,,0,-20600988,0,8839892,0,18453705,-168662146,9613813,-21268103,-325076,0,-21593179,-0.06,4.0653,4.0653,0,0,-7.5333,,,0,,4.001958671,,,,,-0.4583,-0.6589,-0.2667,,0,4.996,3.846217303,3.846217303,0.2854,0.4681,0.318841821,0.318841821,-8.0002,-1.152511271,1.640030074,-0.2386,-0.231,0.0992,0,,,0,-0.2914,-0.2386,-0.231,0.4423,0.207,160218803.5,169832616.5,0,0,-7.5333,0,4.0653,0,0,-7.9853,-7.8651,-0.1638,-0.1348,0.4681,0.2854,-0.4667,4.996,-8.0002,0,0,0,-0.1275,0,0,-0.2667,-0.4583,9184889,64655888,71971367,-0.6589,-1,-0.06,-0.047,-0.1881,-0.1154,-0.1154,0,-0.0925,,,0,,,0,,,0,,,-0.1986,,,0,-0.1173,1.6525,Basic Materials,-40.11299694,0,0.90090003,36.15384968,-34.21052549,-28.12499709
SQM,2014214000,-0.0858,1431242000,582972000,422145000,63373000,236889000,0.9,1.06,0.2894,0.229,0.2288,0.118,0.2378,460948000,0.1176,354566000,714338000,1787397000,1768424000,,591044000,-111987000,-379044,479057000,-0.1148,,,25.8358,6.9321,5.5126,4.892449949,12.2067854,0.000131082,10.45767459,1.295167526,0.22884758,0.289429028,1,0.117608655,0.0612,0.1061,0.082,0.595834748,0.431896013,4.731,2.912708265,0.667889805,0.3833,0.8006,0.413521806,0.444621142,7.2736,0.33067304,2.088844726,4.1384,1.859,2.4826,1.178,0.293436546,0.810526797,14.1032,1.6587,4.1384,1.859,15.6326,12.5151,5760000000,,25.8358,1.6487,5.5126,6.9321,,,,,,0.0387,0.1282,0.8006,0.3833,,4.731,7.2736,0.0456,0.1895,0.0556,0,0,,0.082,0.0612,1980943000,4510532000,5412488000,0.1061,-0.1919,-0.3061,-0.2553,-0.4929,-0.4915,-0.4915,0.359,0.8048,0.0983,0.0696,-0.0208,0.1454,0.0974,0.0114,0.123,-0.0688,-0.2428,0.0894,0.0949,0.0719,0.0031,0.0097,0.1222,-0.0218,-0.0173,Basic Materials,-20.01041376,0,61.85761049,112.6000911,-34.60748718,-27.6352648
SXT,1447821000,-0.0098,959311000,488510000,130665000,16067000,73646000,1.52,0.98,0.3374,0.12,0.0846,0.051,0.0758,173996000,0.0509,20329000,0,466899000,1243627000,446570000,189188000,-79398000,-47893000,109790000,-0.1537,2.7494,4.6875,39.6974,26.6691,15.3593,14.30039352,36.73604609,0.017702331,18.25790737,2.584174614,0.084637535,0.337410495,1,0.050866785,0.0715,0.0703,0.0532,0.691687094,0.820199455,3.376,1.108183455,0.090389275,0.2645,0.446,0.301086287,0.308421531,7.6268,0.405201125,1.686070291,3.8988,2.263,0.4189,0.645,0.13067085,0.580322219,29.8366,1.5177,3.8988,2.263,21.5752,9.6218,2905789217,3352359217,39.6974,2.007,15.3593,26.6691,2.7494,2.3155,19.2669,17.7197,30.5343,0.0252,0.0378,0.446,0.2645,2.5666,3.376,7.6268,0.0162,0.4197,0.0548,-1.543,0.0043,27.3969,0.0532,0.0715,534484000,1332332000,1553997000,0.0703,0.0283,-0.2908,-0.2481,-0.35,-0.3333,-0.3348,0.0769,1.2267,0.0287,0.0374,0.0123,0.0374,0.064,0.1072,-0.0045,-0.0324,-0.1443,0.0431,0.0281,0.0076,0.0503,0.0522,0.0527,-0.0564,0.3146,Basic Materials,6.607540529,1,31.6155575,-4.351459951,-23.10402649,20.67878988
FMC,3258700000,0.0409,2047800000,1210900000,414800000,51400000,307500000,2.3,0.6,0.3716,0.156,0.1274,0.094,0.0588,508600000,0.0944,109500000,0,1714300000,2984500000,1604800000,373700000,-182000000,-78100000,191700000,-0.2435,4.3069,7.0795,21.5053,34.3855,17.639,14.26138998,17.33164695,0.014654334,12.93330994,3.482183232,0.127382085,0.371589898,1,0.094362783,0.1574,0.2009,0.0674,0.845477042,0.61184754,1.536,0.896147404,0.057317839,0.3219,1.1201,0.426650184,0.528322239,8.0759,0.21798985,3.479908527,2.8041,1.438,0.8217,0.261,0.114677632,0.512978325,24.4524,2.3074,2.8041,1.438,11.4845,12.8636,6591693373,8196493373,21.5053,2.0228,17.639,34.3855,4.3069,2.5153,16.1158,21.9334,42.7569,0.0465,0.0291,1.1201,0.3219,3.1553,1.536,8.0759,0.0121,0.487,0.0559,-1.9465,0.0031,24.3782,0.0674,0.1574,1024000000,4726600000,4421000000,0.2009,0.0083,-0.1015,-0.23,0.0463,0.0648,0.0602,0.1111,0.1562,0.0581,0.0458,0.0429,0.0564,0.0337,-0.0793,0.0783,0.0787,-0.0388,0.0682,0.0906,0.0925,0,0.1914,0.2599,0.0173,-0.088,Basic Materials,-30.12521257,0,51.39088344,67.62574981,-21.72074629,56.26675814
